,script_id,words,words_male,words_female,f_percentage,imdb_id,title,year,gross,lines_data,averageRating,numVotes
499,2202,11585,1296,10289,0.8881312041432887,tt1282140,Easy A,2010,64.0,1.10020001000011e+94,7.0,350313
500,2204,24642,18050,6592,0.2675107539972405,tt0131369,Edtv,1999,38.0,3.3477637755777617e+254,6.1,41044
501,2210,11230,7372,3858,0.3435440783615316,tt0271367,Eight Legged Freaks,2002,25.0,7.777643325105773e+181,5.4,51986
502,2214,25012,15258,9754,0.38997281304973613,tt0126886,Election,1999,25.0,4.4764237343777116e+184,7.2,88158
503,2222,19396,17154,2242,0.11559084347288101,tt0120660,Enemy of the State,1998,207.0,7.773443577777734e+254,7.3,223764
504,2224,19058,14474,4584,0.2405289117431,tt0116209,The English Patient,1996,154.0,4.235775256736201e+182,7.4,175432
505,2226,14053,6635,7418,0.5278588201807444,tt0278435,Enough,2002,58.0,1.0000001333335503e+103,5.8,38822
506,2227,16640,9476,7164,0.4305288461538462,tt0137494,Entrapment,1999,150.0,4.4323232443365416e+228,6.3,105325
507,2232,3222,2868,354,0.10986964618249534,tt0238380,Equilibrium,2002,1.0,7.77777366536774e+22,7.4,308110
508,2234,16234,13425,2809,0.1730319083405199,tt0097289,Erik the Viking,1989,4.0,3.4343555477633405e+124,6.3,12724
509,2239,6696,6196,500,0.07467144563918758,tt0082340,Escape from New York,1981,78.0,7.777777777777761e+111,7.2,122637
510,2240,23264,10952,12312,0.5292297111416782,tt0338013,Eternal Sunshine of the Spotless Mind,2004,47.0,3.3413423434343315e+254,8.3,889671
511,2243,22834,10586,12248,0.5363930980117368,tt0106834,Even Cowgirls Get the Blues,1993,3.0,7.200333635440233e+103,4.4,6969
512,2244,17498,13554,3944,0.22539718825008573,tt0119081,Event Horizon,1997,50.0,7.656455574675562e+234,6.7,155368
513,2254,15049,12887,2162,0.14366403083261348,tt1225822,Extract,2009,12.0,7.266777772472652e+122,6.1,44211
514,2259,13518,10711,2807,0.20764906051191004,tt0097322,The Fabulous Baker Boys,1989,36.0,4.367777777777771e+175,6.8,21397
515,2263,29410,20994,8416,0.28616116967018024,tt0218967,The Family Man,2000,122.0,1.3334436764347708e+254,6.8,101223
516,2265,17688,14088,3600,0.20352781546811397,tt0120667,Fantastic Four,2005,210.0,7.754775467477562e+230,5.7,307894
517,2266,13306,12442,864,0.06493311288140688,tt0432283,Fantastic Mr. Fox,2009,24.0,4.544447777777741e+82,7.9,193005
518,2267,16380,11894,4486,0.2738705738705739,tt0116282,Fargo,1996,48.0,5.777776657776742e+216,8.1,600825
519,2273,20318,12624,7694,0.3786790038389605,tt0106873,Fatal Instinct,1993,16.0,7.764335773375353e+217,5.8,6730
520,2275,18465,8434,10031,0.5432439750880044,tt2582846,The Fault in Our Stars,2014,133.0,5.123027743433431e+133,7.7,337043
521,2276,24366,22984,1382,0.05671837806779939,tt0120669,Fear and Loathing in Las Vegas,1998,19.0,7.777777777777772e+191,7.6,254749
522,2282,17018,13720,3298,0.19379480550005876,tt0097351,Field of Dreams,1989,141.0,7.743434453343432e+128,7.5,105980
523,2289,14005,10261,3744,0.2673330953230989,tt0964517,The Fighter,2010,103.0,7.652564335434572e+97,7.8,334068
524,2294,7809,2841,4968,0.6361890126776796,tt0309593,Final Destination 2,2003,67.0,3.2243634243334303e+81,6.2,149262
525,2296,18962,14258,4704,0.24807509756354815,tt0266543,Finding Nemo,2003,549.0,4.3434777777776626e+254,8.1,927742
526,2299,5786,4042,1744,0.30141721396474247,tt0080745,Flash Gordon,1980,,6.47566565646674e+65,6.5,49753
527,2303,13454,10519,2935,0.21815073584064218,tt1907668,Flight,2012,102.0,5.575446676777771e+121,7.3,319854
528,2311,26210,16108,10102,0.38542541014879816,tt0113101,Four Rooms,1995,8.0,7.143434343223214e+246,6.8,96564
529,2313,8057,8057,0,0.0,tt1100089,Foxcatcher,2014,12.0,6.577777777777771e+91,7.0,132408
530,2314,24288,20676,3612,0.14871541501976285,tt0488120,Fracture,2007,49.0,5.443577776567772e+199,7.2,183003
531,2316,26884,10906,15978,0.5943312007141794,tt0083967,Frances,1982,14.0,3.443435333234202e+253,7.4,6822
532,2325,7596,4595,3001,0.3950763559768299,tt0329101,Freddy vs. Jason,2003,118.0,3.200313225614771e+82,5.7,108650
533,2328,12042,11700,342,0.028400597907324365,tt0067116,The French Connection,1971,,7.77777776357777e+137,7.7,107385
534,2331,13440,12286,1154,0.08586309523809524,tt0186151,Frequency,2000,72.0,7.777753464577773e+214,7.3,99436
535,2334,3213,1574,1639,0.5101151571739807,tt0080761,Friday the 13th,1980,121.0,3.4200555365454404e+57,6.5,115488
536,2337,17008,13916,3092,0.18179680150517405,tt1438176,Fright Night,2011,20.0,1.43322373253357e+89,6.3,98154
537,2338,20232,18216,2016,0.099644128113879,tt0116367,From Dusk Till Dawn,1996,20.0,7.777777745447664e+195,7.2,281156
538,2343,6797,3875,2922,0.42989554215094894,tt2294629,Frozen,2013,429.0,2.4734524343234102e+110,7.4,560496
539,2344,14018,4134,9884,0.7050934512769297,tt0978759,Frozen River,2008,3.0,4.5434434343323015e+235,7.1,24355
540,2346,7181,4226,2955,0.4115025762428631,tt2334649,Fruitvale Station,2013,17.0,3.4342333443755406e+92,7.5,73847
541,2347,14240,12890,1350,0.09480337078651685,tt0106977,The Fugitive,1993,386.0,7.763477637775774e+182,7.8,262145
542,2350,14226,14124,102,0.007169970476592155,tt0093058,Full Metal Jacket,1987,103.0,7.777777777777774e+217,8.3,658026
543,2352,43874,36278,7596,0.1731321511601404,tt1201167,Funny People,2009,60.0,6.677777577777774e+254,6.3,113063
544,2358,16040,12176,3864,0.24089775561097257,tt0425055,Game 6,2005,,7.743434554543574e+185,5.8,2451
545,2368,14010,13387,623,0.04446823697359029,tt0083987,Gandhi,1982,,6.777777777777772e+115,8.0,215204
546,2370,24928,21340,3588,0.14393453145057766,tt0118900,Gang Related,1997,10.0,7.766524677777773e+254,6.5,7810
547,2374,18174,13390,4784,0.2632331902718169,tt0333766,Garden State,2004,37.0,4.677777346777771e+150,7.4,205281
548,2380,5009,3867,1142,0.22798961868636455,tt0208988,Get Carter,2000,24.0,7.777433336756552e+85,5.2,32140
549,2382,13596,11588,2008,0.1476904972050603,tt1194263,Get Low,2009,10.0,7.777776567777772e+106,7.0,21898
550,2384,21748,18656,3092,0.14217399301085157,tt0113161,Get Shorty,1995,144.0,7.777777754733375e+251,6.9,74574
551,2387,5741,4064,1677,0.2921093886082564,tt0068638,The Getaway,1972,138.0,7.727434434443341e+79,7.4,27308
552,2389,19926,11322,8604,0.43179765130984643,tt0099653,Ghost,1990,448.0,4.437747433535342e+244,7.0,192395
553,2391,10104,9714,390,0.03859857482185273,tt0116409,The Ghost and the Darkness,1996,75.0,7.635777777777771e+87,6.8,55394
554,2396,15998,13070,2928,0.18302287785973248,tt0288477,Ghost Ship,2002,45.0,4.777555357677761e+208,5.5,91833
555,2399,27814,9122,18692,0.6720356654921982,tt0162346,Ghost World,2001,9.0,3.320131000000011e+250,7.3,111642
556,2405,22812,18706,4106,0.1799929861476416,tt0097428,Ghostbusters II,1989,245.0,4.257774774444252e+233,6.6,179219
557,2408,18372,15594,2778,0.15120836054866102,tt0172495,Gladiator,2000,303.0,5.467777777777771e+173,8.5,1307881
558,2412,22480,22480,0,0.0,tt0104348,Glengarry Glen Ross,1992,22.0,7.777777777777774e+254,7.7,93860
559,2413,13864,9704,4160,0.3000577034045009,tt0139239,Go,1999,28.0,3.454232343215442e+209,7.2,66137
560,2419,23236,19588,3648,0.1569977620933035,tt0120684,Gods and Monsters,1998,11.0,5.766745767777773e+254,7.3,28865
561,2426,15800,6936,8864,0.5610126582278481,tt0279113,The Good Girl,2002,20.0,2.3543303133444306e+153,6.4,42584
562,2427,22406,19054,3352,0.14960278496831206,tt0119217,Good Will Hunting,1997,261.0,7.777777777773674e+209,8.3,837158
563,2432,21810,15302,6508,0.2983952315451628,tt0061722,The Graduate,1967,,6.756753453333333e+254,8.0,249874
564,2436,33092,29092,4000,0.12087513598452798,tt1205489,Gran Torino,2008,179.0,7.773467743677764e+254,8.1,706989
565,2438,30770,22792,7978,0.2592785180370491,tt0022958,Grand Hotel,1932,,4.656777777777772e+254,7.4,16926
566,2440,17474,13876,3598,0.20590591736293923,tt0338075,Grand Theft Parsons,2003,,5.466445333346341e+221,6.0,3324
567,2442,23388,18042,5346,0.22857875833760902,tt0032551,The Grapes of Wrath,1940,,6.777777777777773e+226,8.0,84612
568,2445,5669,3089,2580,0.4551067207620392,tt1454468,Gravity,2013,293.0,4.5644273344566405e+67,7.7,755570
569,2455,17310,8916,8394,0.48492201039861355,tt0099703,The Grifters,1990,27.0,4.446754333777343e+211,6.9,24828
570,2460,6410,2878,3532,0.5510140405616225,tt0391198,The Grudge,2004,154.0,2.3346010000001105e+91,5.9,137191
571,2462,12570,10390,2180,0.17342879872712808,tt0113243,Hackers,1995,15.0,7.77614576773577e+172,6.3,64407
572,2465,22150,15848,6302,0.28451467268623026,tt0480687,Hall Pass,2011,49.0,7.645631562534333e+160,5.8,118546
573,2469,29774,26538,3236,0.10868543024115,tt1119646,The Hangover,2009,321.0,1.5465202475675307e+254,7.7,705828
574,2470,10481,4759,5722,0.5459402728747257,tt0993842,Hanna,2011,44.0,3.455434443536441e+83,6.8,188072
575,2472,32494,18834,13660,0.42038530190188955,tt0091167,Hannah and Her Sisters,1986,94.0,5.741000010023133e+254,7.9,65784
576,2483,2899,2677,222,0.07657813038978958,tt0366548,Happy Feet,2006,262.0,7.67557142777657e+42,6.4,166773
577,2492,19684,16212,3472,0.1763869132290185,tt0330373,Harry Potter and the Goblet of Fire,2005,393.0,5.477677676644662e+198,7.7,530383
578,2497,18304,7832,10472,0.5721153846153846,tt0171363,The Haunting,1999,156.0,1.3777343123100003e+182,5.0,70075
579,2498,26750,11042,15708,0.587214953271028,tt1001508,He's Just Not That Into You,2009,109.0,3.4230367455440016e+253,6.4,159651
580,2505,12030,970,11060,0.9193682460515378,tt0110005,Heavenly Creatures,1994,6.0,2.5220000003311406e+144,7.3,58113
581,2510,14472,10614,3858,0.2665837479270315,tt0317640,The Hebrew Hammer,2003,,3.276377774544221e+148,6.1,4587
582,2519,7364,4280,3084,0.418794133623031,tt0093177,Hellraiser,1987,32.0,4.5544463436236414e+166,7.0,100520
583,2524,5528,3303,2225,0.4024963820549928,tt0337636,Hellraiser: Deader,2005,,2.43424235430224e+60,4.5,8839
584,2529,7397,4995,2402,0.32472624036771663,tt0274546,Hellraiser: Hellseeker,2002,,3.344773573335771e+77,5.0,10955
585,2530,23491,1951,21540,0.916946915840109,tt1454029,The Help,2011,186.0,6.340000000000002e+155,8.0,419491
586,2534,13657,10692,2965,0.2171047814307681,tt1220888,Henry's Crime,2010,,4.443557777777771e+155,6.0,18786
587,2535,9571,6109,3462,0.3617176888517396,tt1403177,Hesher,2010,,7.775417777642132e+111,7.0,50175
588,2536,41384,31114,10270,0.2481635414653006,tt0146882,High Fidelity,2000,44.0,5.777777777777773e+254,7.5,165516
589,2540,6106,4386,1720,0.28169014084507044,tt0091203,Highlander,1986,13.0,7.675467762124342e+93,7.1,119176
590,2542,8895,5837,3058,0.3437886453063519,tt0454841,The Hills Have Eyes,2006,55.0,4.42444645772245e+59,6.4,155962
591,2547,22020,19252,2768,0.1257039055404178,tt0371724,The Hitchhiker's Guide to the Galaxy,2005,69.0,6.777777777777773e+232,6.8,184331
592,2548,16534,10502,6032,0.36482399903229706,tt0164052,Hollow Man,2000,118.0,5.357766446344753e+234,5.8,121895
593,2550,13194,10461,2733,0.20713960891314234,tt0829193,Honeydripper,2007,,7.256750343434742e+133,6.6,1889
594,2551,12275,11150,1125,0.09164969450101833,tt1499658,Horrible Bosses,2011,129.0,7.777777343337772e+133,6.9,415964
595,2552,29000,12080,16920,0.5834482758620689,tt0119314,The Horse Whisperer,1998,139.0,1.4202214422211406e+253,6.6,38444
596,2558,13365,12196,1169,0.08746726524504302,tt1231587,Hot Tub Time Machine,2010,55.0,4.443524375477771e+123,6.4,159992
597,2565,16531,11350,5181,0.31341116689855425,tt0455538,How to Lose Friends & Alienate People,2008,3.0,7.45777773555443e+113,6.4,67311
598,2566,16795,14848,1947,0.11592735933313486,tt0892769,How to Train Your Dragon,2010,239.0,7.677777777776771e+96,8.1,651358
599,2567,8525,6638,1887,0.22134897360703812,tt1646971,How to Train Your Dragon 2,2014,188.0,6.553467755335661e+89,7.8,298337
600,2569,10783,8880,1903,0.17648149865529072,tt0102070,Hudson Hawk,1991,35.0,7.777777777777771e+105,5.8,51334
601,2576,19204,10308,8896,0.4632368256613206,tt0219822,Human Nature,2001,1.0,2.5720000014343205e+191,6.4,17188
602,2578,12897,12897,0,0.0,tt0099810,The Hunt for Red October,1990,250.0,7.645367777777772e+99,7.6,175001
603,2579,13163,10237,2926,0.22228975157638836,tt1464540,I Am Number Four,2011,60.0,7.777773677246772e+91,6.1,225079
604,2580,16076,5480,10596,0.6591191838765862,tt0277027,I Am Sam,2001,61.0,6.047200475752001e+168,7.7,141135
605,2582,9298,8417,881,0.09475155947515594,tt1045772,I Love You Phillip Morris,2009,2.0,2.33343374655677e+105,6.6,90549
606,2584,15299,10805,4494,0.2937446891953722,tt1242432,I Spit on Your Grave,2010,,2.44534023477777e+89,6.3,74147
607,2585,9462,6568,2894,0.305854998943141,tt0130018,I Still Know What You Did Last Summer,1998,74.0,6.772142502667533e+141,4.7,67431
608,2587,26742,15334,11408,0.42659486949368036,tt0110097,I'll Do Anything,1994,21.0,7.563435444777714e+254,5.5,2403
609,2591,20348,12622,7726,0.37969333595439353,tt0119349,The Ice Storm,1997,14.0,7.543677754335105e+216,7.4,52739
610,2594,15014,12290,2724,0.1814306647129346,tt1054606,The Imaginarium of Doctor Parnassus,2009,8.0,7.554734466475313e+196,6.8,142853
611,2596,12538,7856,4682,0.3734247886425267,tt0247425,In the Bedroom,2001,55.0,3.777763134133341e+88,7.4,36908
612,2597,29100,22050,7050,0.2422680412371134,tt1226774,In the Loop,2009,2.0,7.375433446454663e+254,7.4,53716
613,2598,15084,12406,2678,0.17753911429329092,tt1375666,Inception,2010,323.0,7.775345677777771e+171,8.8,2001838
614,2604,14984,13532,1452,0.09690336358782702,tt0097576,Indiana Jones and the Last Crusade,1989,431.0,7.777777777777575e+227,8.2,676851
615,2613,7590,6398,1192,0.15704874835309618,tt0093260,Innerspace,1987,57.0,6.547677667777771e+93,6.8,53132
616,2616,22968,21188,1780,0.07749912922326715,tt0140352,The Insider,1999,49.0,7.741423337775443e+242,7.8,157040
617,2618,8230,3879,4351,0.5286755771567436,tt1591095,Insidious,2010,59.0,3.3233344444743506e+83,6.8,271696
618,2619,14584,10978,3606,0.24725726823916622,tt0278504,Insomnia,2002,100.0,7.225574365467773e+225,7.2,269177
619,2622,23084,19474,3610,0.15638537515162018,tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,218.0,7.777777777777773e+228,7.5,289498
620,2625,18922,12204,6718,0.3550364654899059,tt0758758,Into the Wild,2007,23.0,7.455667147635352e+153,8.1,560557
621,2629,20882,12134,8748,0.41892539028828657,tt0119381,Inventing the Abbotts,1997,11.0,7.445334677766434e+254,6.4,11436
622,2632,7247,6534,713,0.09838553884365944,tt1057500,Invictus,2009,43.0,7.765777777677771e+88,7.3,147567
623,2634,6970,2075,4895,0.7022955523672884,tt1007029,The Iron Lady,2011,32.0,3.1320352400130002e+66,6.4,101252
624,2642,13678,12410,1268,0.09270361163912853,tt0038650,It's a Wonderful Life,1946,,4.677523477777772e+186,8.6,388250
625,2644,10968,5203,5765,0.525619985412108,tt1230414,It's Complicated,2009,131.0,4.441212333333201e+112,6.5,84661
626,2651,10421,7408,3013,0.2891277228672872,tt0366627,The Jacket,2005,8.0,7.753236766776752e+97,7.1,107306
627,2653,39228,25984,13244,0.337615988579586,tt0119396,Jackie Brown,1997,75.0,5.533376777777773e+254,7.5,309360
628,2660,16545,7696,8849,0.5348443638561499,tt1229822,Jane Eyre,2011,12.0,3.222002433001301e+143,7.3,79828
629,2664,8365,5130,3235,0.38673042438732813,tt0211443,Jason X,2001,19.0,7.344523546374762e+130,4.4,49396
630,2666,9292,8457,835,0.08986224709427465,tt0073195,Jaws,1975,1103.0,3.435477457777721e+93,8.0,535752
631,2671,8004,6363,1641,0.20502248875562218,tt0077766,Jaws 2,1978,382.0,4.5665677655435716e+141,5.8,69519
632,2673,24108,19270,4838,0.20068027210884354,tt0261392,Jay and Silent Bob Strike Back,2001,46.0,3.577777777777772e+217,6.8,146988
633,2675,21532,18816,2716,0.12613784135240572,tt0104549,Jennifer 8,1992,23.0,7.777777777777744e+221,6.3,15081
634,2679,20432,12742,7690,0.3763703993735317,tt0116695,Jerry Maguire,1996,303.0,6.767773664333523e+229,7.3,238360
635,2682,58832,50752,8080,0.13734022300788687,tt0102138,JFK,1991,145.0,2.743346677777771e+254,8.0,138627
636,2687,11398,8136,3262,0.2861905597473241,tt0113492,Judge Dredd,1995,69.0,7.545766657777752e+80,5.6,108606
637,2688,22672,5138,17534,0.7733768525052929,tt0467406,Juno,2007,180.0,1.3300004342410004e+221,7.4,483813
638,2690,11913,9972,1941,0.16293125157391086,tt0107290,Jurassic Park,1993,844.0,7.774556634545662e+135,8.1,845770
639,2697,7773,4787,2986,0.38415026373343625,tt0107302,Kalifornia,1993,5.0,5.451166541133772e+102,6.7,50164
640,2699,12072,8156,3916,0.3243870112657389,tt0113540,Kids,1995,14.0,3.3577777777777712e+208,7.1,71720
641,2704,11146,9752,1394,0.1250672887134398,tt0360717,King Kong,2005,295.0,4.133777777654431e+160,7.2,384366
642,2708,15320,13746,1574,0.10274151436031331,tt1504320,The King's Speech,2010,153.0,4.643336442547772e+155,8.0,628214
643,2711,7419,7419,0,0.0,tt0089424,Kiss of the Spider Woman,1985,,5.67777777777777e+80,7.4,13932
644,2713,8989,4930,4059,0.45155189676270996,tt0067309,Klute,1971,,7.563333353012321e+90,7.1,21643
645,2714,24776,15607,9169,0.37007587988375845,tt0478311,Knocked Up,2007,188.0,2.420000777533421e+254,6.9,345700
646,2719,11320,10262,1058,0.09346289752650176,tt0441773,Kung Fu Panda,2008,260.0,5.7777777577777613e+166,7.5,409454
647,2728,14182,8932,5250,0.37018756169792694,tt0139414,Lake Placid,1999,54.0,6.334023434323422e+215,5.7,53841
648,2731,4172,3686,486,0.11649089165867689,tt0418819,Land of the Dead,2005,27.0,7.76677777767777e+71,6.2,90570
649,2733,13252,6963,6289,0.47456987624509506,tt1583420,Larry Crowne,2011,39.0,7.556577567543471e+125,6.1,62426
650,2736,11260,6880,4380,0.38898756660746003,tt1046947,Last Chance Harvey,2008,18.0,7.777635300002373e+216,6.6,20295
651,2739,16796,16556,240,0.01428911645629912,tt0325710,The Last Samurai,2003,160.0,7.777777777777772e+191,7.7,392151
652,2742,19070,11926,7144,0.3746198217094914,tt0824758,The Last Station,2009,7.0,2.6777723657744308e+236,7.0,17583
653,2743,10831,6664,4167,0.38472901855784325,tt0070849,Last Tango in Paris,1972,,2.2464111053447704e+110,7.0,48662
654,2745,16334,9062,7272,0.4452063181094649,tt0113627,Leaving Las Vegas,1995,64.0,7.75467654467434e+138,7.5,112534
655,2754,14056,10977,3079,0.21905236198064884,tt1707386,Les Mis�rables,2012,162.0,7.777775145751121e+98,7.6,302651
656,2755,15136,13854,1282,0.08469873150105708,tt0093409,Lethal Weapon,1987,145.0,3.775375354567772e+243,7.6,232348
657,2757,20854,18758,2096,0.10050829577059557,tt0122151,Lethal Weapon 4,1998,241.0,7.777777777777774e+254,6.6,151014
658,2762,28306,27748,558,0.01971313502437646,tt0123964,Life,1999,109.0,7.775657767777773e+254,6.8,44716
659,2764,21652,15390,6262,0.2892111583225568,tt0264796,Life as a House,2001,23.0,2.4466663354654505e+254,7.5,42524
660,2769,7203,6914,289,0.040122171317506596,tt0454876,Life of Pi,2012,136.0,7.77777777774677e+48,7.9,570170
661,2770,14488,9836,4652,0.3210933186085036,tt0102307,Light Sleeper,1992,2.0,5.556777774355473e+192,6.9,5709
662,2772,19106,14856,4250,0.2224432115565791,tt0165854,The Limey,1999,5.0,7.777777777777773e+224,7.0,29595
663,2775,10870,9012,1858,0.17092916283348666,tt1219289,Limitless,2011,86.0,7.754435777777662e+104,7.4,518981
664,2777,13850,12134,1716,0.12389891696750903,tt0443272,Lincoln,2012,198.0,7.77777231777753e+96,7.3,240429
665,2779,19441,16138,3303,0.16989866776400392,tt1189340,The Lincoln Lawyer,2011,63.0,7.777754677777772e+152,7.3,209705
666,2782,2762,2397,365,0.13215061549601737,tt0110357,The Lion King,1994,880.0,7.767666473677769e+27,8.5,917033
667,2784,11732,8276,3456,0.29457892942379815,tt0097757,The Little Mermaid,1989,241.0,7.743435463763561e+93,7.6,231607
668,2785,16832,14414,2418,0.14365494296577946,tt0185431,Little Nicky,2000,63.0,7.677777777777773e+218,5.3,96420
669,2787,21754,14172,7582,0.3485336030155374,tt0113677,Living in Oblivion,1995,2.0,7.116544143333564e+254,7.5,16073
670,2789,17264,17264,0,0.0,tt0120735,"Lock, Stock and Two Smoking Barrels",1998,6.0,7.777777777777772e+188,8.2,524434
671,2793,32384,23182,9202,0.2841526679841897,tt0116905,Lone Star,1996,26.0,7.777405777777773e+254,7.4,27536
672,2797,14276,11397,2879,0.2016671336508826,tt1276104,Looper,2012,72.0,5.677767775477771e+89,7.4,526135
673,2799,11876,9926,1950,0.1641966992253284,tt0113690,Lord of Illusions,1995,26.0,7.745467665777775e+231,6.1,14332
674,2804,19640,18110,1530,0.07790224032586558,tt0399295,Lord of War,2005,32.0,7.675773767777773e+195,7.6,289861
675,2805,8451,7537,914,0.10815288131582061,tt0480255,The Losers,2010,25.0,7.77777777777777e+103,6.3,89678
676,2807,26192,23422,2770,0.1057574832009774,tt0029162,Lost Horizon,1937,,7.776777777757773e+246,7.7,11766
677,2812,4085,1865,2220,0.543451652386781,tt0335266,Lost in Translation,2003,64.0,7.53255334323432e+59,7.7,403492
678,2814,9898,4260,5638,0.5696100222267124,tt0199725,Love & Basketball,2000,44.0,7.765545552033431e+147,7.2,18081
679,2815,5904,3965,1939,0.32842140921409213,tt0985694,Machete,2010,29.0,5.24102677577567e+71,6.6,188387
680,2816,8906,7062,1844,0.2070514260049405,tt1586752,Machine Gun Preacher,2011,0.0,4.333347777773641e+115,6.8,62211
681,2821,41490,33024,8466,0.20404916847433116,tt0175880,Magnolia,1999,38.0,7.777776776755346e+254,8.0,284659
682,2824,25032,20150,4882,0.1950303611377437,tt0097815,Major League,1989,109.0,5.234336777777772e+221,7.2,60796
683,2833,17048,15692,1356,0.07954012200844673,tt0125664,Man on the Moon,1999,59.0,6.767777775666772e+204,7.4,122259
684,2838,19450,11898,7552,0.3882776349614396,tt0049470,The Man Who Knew Too Much,1956,,5.766776576663342e+235,7.5,56702
685,2846,22640,12493,10147,0.44818904593639575,tt0107507,Manhattan Murder Mystery,1993,23.0,3.423220177732242e+254,7.4,38288
686,2852,12288,11181,1107,0.090087890625,tt1615147,Margin Call,2011,5.0,7.332257777777672e+141,7.1,114227
687,2854,15714,5120,10594,0.6741758941071656,tt0757361,Margot at the Wedding,2007,2.0,5.352321000221533e+215,6.0,19264
688,2857,17487,11120,6367,0.36409904500486073,tt0822832,Marley & Me,2008,173.0,7.777643467764342e+141,7.1,144163
689,2858,6730,2073,4657,0.6919762258543833,tt1441326,Martha Marcy May Marlene,2011,3.0,5.520000242221021e+102,6.9,47917
690,2865,8524,8524,0,0.0,tt0311113,Master and Commander: The Far Side of the World,2003,135.0,7.777777777777772e+82,7.4,198426
691,2866,14682,13654,1028,0.07001770875902466,tt1560747,The Master,2012,17.0,7.77777777777777e+132,7.2,150219
692,2880,8594,7430,1164,0.13544333255759833,tt0472399,The Mechanic,2011,31.0,7.1367777667777705e+50,6.6,148432
693,2881,28060,20874,7186,0.25609408410548823,tt0119643,Meet Joe Black,1998,82.0,2.323356754343451e+254,7.2,210577
694,2884,31780,24520,7260,0.22844556324732537,tt0033891,Meet John Doe,1941,,3.4255446753473316e+254,7.6,11801
695,2887,20096,16450,3646,0.18142914012738853,tt0209144,Memento,2000,41.0,7.777777777777745e+240,8.4,1098516
696,2894,14464,14351,113,0.0078125,tt1409024,Men in Black 3,2012,195.0,7.777777777777772e+97,6.8,329559
697,2900,8145,6098,2047,0.2513198281154082,tt0430357,Miami Vice,2006,84.0,7.477355777777771e+94,6.0,108495
698,2901,13380,11902,1478,0.11046337817638266,tt0064665,Midnight Cowboy,1969,,5.767266273477771e+133,7.8,98723
699,2918,4758,3151,1607,0.33774695250105086,tt0119675,Mimic,1997,48.0,2.5356713573256606e+78,5.9,45191
700,2920,11676,3607,8069,0.6910757108598835,tt0425253,Mini's First Time,2006,,1.3100000332001302e+125,5.8,7987
701,2924,14447,12078,2369,0.16397868069495397,tt0181689,Minority Report,2002,197.0,6.474777766567651e+168,7.6,498737
702,2927,14440,10022,4418,0.3059556786703601,tt0790686,Mirrors,2008,37.0,4.4777677775444316e+138,6.2,100902
703,2930,9944,3630,6314,0.6349557522123894,tt0100157,Misery,1990,126.0,4.332234433364411e+74,7.8,179260
704,2933,16190,13346,2844,0.1756639901173564,tt0117060,Mission: Impossible,1996,356.0,6.345546777746452e+170,7.1,380252
705,2935,20764,17418,3346,0.1611442881911,tt0120755,Mission: Impossible II,2000,347.0,7.777753343444343e+225,6.1,308526
706,2944,3557,2668,889,0.24992971605285352,tt0285742,Monster's Ball,2001,48.0,4.357775557766541e+78,7.0,81491
707,2945,17028,3772,13256,0.778482499412732,tt1067774,Monte Carlo,2011,25.0,2.0000243300103e+140,5.8,40550
708,2946,5372,5110,262,0.04877140729709605,tt1182345,Moon,2009,5.0,7.77777777606777e+63,7.9,329769
709,2947,8317,5970,2347,0.2821930984730071,tt1748122,Moonrise Kingdom,2012,49.0,7.777774777775621e+101,7.8,311592
710,2949,18700,10068,8632,0.4616042780748663,tt0093565,Moonstruck,1987,179.0,1.5446754345554305e+250,7.1,48425
711,2952,29242,21358,7884,0.26961220162779564,tt0040613,Mr. Blandings Builds His Dream House,1948,,4.4344343334313327e+254,7.3,10006
712,2954,32380,26508,5872,0.1813465101914762,tt0027996,Mr. Deeds Goes to Town,1936,,7.777763247667775e+254,7.9,19315
713,2957,15752,11684,4068,0.25825292026409347,tt0119280,Mrs Brown,1997,17.0,7.643776346777612e+187,7.2,13201
714,2959,20647,18069,2578,0.12486075458904441,tt1935179,Mud,2012,23.0,5.777777777777772e+143,7.4,164738
715,2961,14416,10856,3560,0.2469478357380688,tt0120762,Mulan,1998,224.0,5.632000353577772e+129,7.6,244429
716,2962,13730,5368,8362,0.6090313182811362,tt0166924,Mulholland Drive,2001,11.0,7.772100131017773e+155,8.0,312888
717,2964,28458,19462,8996,0.3161149764565324,tt0140397,Mumford,1999,7.0,5.754334327777773e+254,6.8,8791
718,2968,22410,5136,17274,0.7708165997322624,tt0166943,Music of the Heart,1999,25.0,2.202534123310031e+254,6.8,11744
719,2969,3631,2471,1160,0.3194712200495731,tt0110604,Mute Witness,1995,2.0,3.7163474343744304e+54,6.7,5194
720,2975,23248,14201,9047,0.3891517549896765,tt1655420,My Week with Marilyn,2011,16.0,6.337727564477771e+139,6.9,82389
721,2976,13210,11178,2032,0.1538228614685844,tt0132347,Mystery Men,1999,50.0,7.777775457546772e+203,6.1,61119
722,2980,17570,13316,4254,0.2421172453044963,tt0073440,Nashville,1975,,2.7677666444777715e+219,7.7,23145
723,2986,19926,6952,12974,0.6511091036836294,tt0151738,Never Been Kissed,1999,95.0,1.0333000217521204e+193,6.1,81732
724,2996,8234,7569,665,0.0807626912800583,tt0195945,Next Friday,2000,92.0,7.777777777775472e+104,6.2,36059
